,user_id,item_indices_seq,review_titles_seq,review_texts_seq,ratings_seq,helpful_votes_seq,verified_seq
33056,AFTAE7DLXLR5OOY4QTW6YEKF42TA,[541],['Reload'],"[""Felt like I was using a gift card or something similar. Easy to add money. Don't have to worry about memorizing CC# or keeping info on site.""]",[5],[0],[1]
33057,AFTAGXTID3UUOKTKZXU5DLAK64LA,[541],['Fast & easy gift reloading'],['Worked instantly! Very easy to reload'],[5],[0],[1]
33058,AFTAHANEB3MNYN2KMSUWMDQ4KWOA,[569],['Love them!'],['Very cute!  Love them!'],[5],[0],[1]
33059,AFTAJGXFRUTA3HTO5SJZEW2AXCZQ,[554],['Great Freebie!'],"[""Great Freebie!  Teddy Bear is super soft, good quality and who can't use Amazon Gift Cards?""]",[5],[0],[0]
33060,AFTALZVLAHEWHR73D3YJSQMAJ4UA,[541],['Five Stars'],['the best'],[5],[0],[1]
33061,AFTANQFTMXN6EIOG6BBYG74IJH2Q,[541],['Great deal!'],['Great deal!'],[5],[0],[1]
33062,AFTARAEYBG4FHT3YMX2QCZEVWUMQ,[541],['Buena'],['Buena'],[5],[0],[1]
33063,AFTAXTSRD7PJ4WMOXX3LKLCZ54KA,[912],['Gift Card'],"['It came quickly, and it was very nice., I will re order gift cards if they come always with cute tins to store them.']",[5],[1],[1]
33064,AFTAYWDJIW3JYONSSVJ5XYFAZ5QQ,[541],['Five Stars'],"['Love it, very convenient,  fast and easy!']",[5],[0],[1]
33065,AFTAZSYX4WP2ABKHUUIDDNJ3RXRQ,[560],['Causes smiles and giggles for all ages !'],['This a perfect way to give an Amazon gift card !!  The card is folded within the penguin design and when you pull the card out the eyes of the penguin move.  It causes smiles and giggles from all ages.  It was given to Grams and she laughed with delight - which prompted all the littles to have her ‘do it again !’  What a great way to celebrate life with laughs n giggles and a gift !!  :)'],[5],[0],[1]
33066,AFTB2NGFUSBV44IZPU437K2SBXVA,[541],['Five Stars'],['Everything is working fine'],[5],[0],[1]
33067,AFTB6NWFTRMXWQUJYIRDJWCGQOOA,[418],['One Star'],"['Spend $45 or More on Select Amazon Gift Cards, Get a $10 Promotional Credit for Yourself....<br />What about me???????']",[1],[0],[0]
33068,AFTB7P34ZUFXSUY7OZMZ43IPPO7Q,[541],['Easy to do'],"['Love to get gift cards and add them to my account, so easy and fast to do.']",[5],[0],[1]
33069,AFTBB2X3DE7R3TRYPYM4GSFFM4AQ,"[101, 141]","['Five Stars', 'Five Stars']","['My godson loved the amazon box it came in.', 'I sent this to a friend for a holiday gift.  She loves the Regal Cinema gift card.']","[5, 5]","[0, 0]","[1, 1]"
33070,AFTBCIVWST46JQGYO3DNNWAWNAAA,[541],['NICE OPTION TO HAVE AND USE'],"[""FAST AND EASY TO USE I LIKE HAVING THE ABILITY TO ORDER SOMETHING AND IT'S ALREADY PAID FOR IT WORKS GREAT FOR ME PERSONALLY""]",[5],[0],[1]
33071,AFTBD4KHI236QK6GYAHBKJ6CTR7A,[541],['Impossible to follow the accounting.'],"[""My numbers don't jive with theirs and I seem to come up short.""]",[1],[0],[0]
33072,AFTBECCSQR45QI2OJNBCWHX2KZOQ,[906],['Timely receipt.'],['It was a gift card.'],[5],[0],[1]
33073,AFTBEMY26IVBWWGHE4ZTQQA3EVRA,[135],['Money well spent !!!'],['Convenience !!!'],[5],[0],[1]
33074,AFTBFKQVPHBBHHCK65UZJNLZUQYA,"[541, 541]","['Fast', 'Fast']","['Got it right away!', 'Got it right away!']","[5, 5]","[0, 0]","[1, 1]"
33075,AFTBFVXXBKHHLDNLBOBJZCBLGTFQ,[625],['It’s what everyone wants so they can get what they want'],['It’s what everyone wants so they can get what they want'],[5],[0],[1]
33076,AFTBGINGD5PQ4K3DICPPASOVT4CA,[541],['Excellent tool.'],['Excellent tool.'],[5],[0],[1]
33077,AFTBIZ5AO7K67AK5SG2HKKJYWE4A,[141],['Five Stars'],['Appreciated gift!'],[5],[0],[1]
33078,AFTBKWPUG2BBWOY7ZRM3U2UD4MOQ,[800],['Subway Gift Card'],"['This gift card came in a jiffy! I used it on my trip to Texas and was able to use it at any Subway, hassle free!']",[5],[1],[1]
33079,AFTBLUKMGNL76XSAIJBDQUAF677A,[541],['Easy ordering'],['Like that reloading and ordering with Amazon is so easy....no frustration.....just great!'],[5],[0],[1]
33080,AFTBO343MZ7PMNJK6UB3L4NN3PFA,[11],['Gift Cards'],"['I use Amazon gift cards because of the diversity of products available, which allows CHOICE rather than send something that has to be returned or exchanged.']",[5],[0],[1]
33081,AFTBPNEOOBD4RSVJWXEGHFYQYXFA,[101],['Can’t wait to use for Christmas'],['I love these pop up gift boxes'],[5],[0],[1]
33082,AFTBPW2Q2RCDMLWJ7XPFJNO2ULWQ,[541],['Great card'],['Amazon  cash back rewards when shopping with Amazon is 5%'],[5],[0],[1]
33083,AFTBTIZIQ5S3F4SPX3MOGAZGNPGQ,[106],['Very prompt!'],['This arrived very fast &amp; there was no problems what so ever.'],[5],[0],[0]
33084,AFTBVKYNQ2FNDXJCGHMUU2OC3E3Q,[88],['Not usable! Rejected by vender.'],['The card was rejected as “invalid”. Embarrassing as it was a gift.'],[1],[1],[1]
33085,AFTBVO2VFCGMTRV4ZMT4WGITRGLA,[541],['Five Stars'],['Very easy and fast!'],[5],[0],[1]
33086,AFTBW26JYDGNWB3J7CWWLN5G7AAA,[101],['x'],"[""it's a gift card.... no need to review""]",[5],[0],[1]
33087,AFTBY34HVSSV7C4UJYB7TQILHXCQ,[541],['Five Stars'],['Nice'],[5],[0],[1]
33088,AFTBYD4AY66Q53YHH5IKU52UA4OQ,[541],['Five Stars'],['Excellent'],[5],[0],[1]
33089,AFTBYYTMPH5RTCHMRSIESLFLMMEA,[541],['giftcard'],"[""it's a giftcard. works fine.""]",[5],[0],[1]
33090,AFTC7CZIPIXEZMPWF3HJNBR4R7SA,[792],['Five Stars'],['love the bear'],[5],[1],[1]
33091,AFTCBVP4SY6QWFD2LH6ECZ6IIRHQ,[541],['Uhh its a gift card'],['Uhh its a gift card'],[3],[0],[1]
33092,AFTCD3XROOKZRBLCBHUWFZAXERLQ,[917],['Was as advertised'],['She loved it as she likes Ladybugs'],[5],[0],[1]
33093,AFTCDSPRUJUOMFT2OB22ZNMON3EA,"[541, 881]","['Good Deal', 'Nice and convenient']","[""Amazon offered a ten dollar bonus for loading a hundred dollars to my gift card balance. It's a good deal."", 'I purchased the gift card for a Christmas present and it came in a decorative tin ready to go.']","[5, 5]","[0, 0]","[1, 1]"
33094,AFTCFJGPYN62NDABDMCREEB5BEDA,[769],['Good for party gifts'],"[""It's tough to find the low amount Amazon gift cards in actual physical stores so it's great that you can find them on the Amazon website.  I think they're useful for party favors, pinata prizes, small gift cards, etc""]",[5],[1],[1]
33095,AFTCH766FJTZMGPOD6CWY4H76LSA,[541],['Great'],"['Easy to use, convenient']",[5],[0],[1]
33096,AFTCHP3NO7HYX7U2IWL6SLS5HSMA,[101],['Do not purchase Amazon gift cards'],"['I do not recommend Amazon gift cards. They are NOT SECURE. My mother purchased them as gifts for my granddaughter, niece and nephew. An unknown party used them. She also received a card as a gift she used part of and the rest is unavailable. She has attempted to resolve this with no results or follow through by Amazon representatives. My Mom (whose only income is SS) also tried to dispute it with her bank but “Amazon is not cooperating” so they are unable to help her. This isn’t the first time I’ve heard of issues with Amazon gift cards.']",[1],[1],[1]
33097,AFTCIEHWHB4OIJCFF56HWVNIVZVQ,[541],['Idk'],['Not really'],[4],[0],[1]
33098,AFTCL3HZOBRLNLXOR4FQ6RUZDV7Q,[248],['Works great'],['Works great'],[5],[0],[1]
33099,AFTCL7FI2LXMMH6XIPA3BESOZ4LQ,[89],['No lo he podido enviar al destinatario y es para regalar'],['No lo pude enviar a la persona para la que lo adquirí'],[1],[0],[1]
33100,AFTCN3GVCF4MTZCDG3IH6LNGYSRQ,[298],['presents'],['great Christmas presents'],[5],[0],[1]
33101,AFTCOCBZAOD6E5JT2LQK7XPW47AA,[135],['convenient!'],['Great!'],[5],[0],[1]
33102,AFTCWAR2COYEF6VY3KHZ4MVP2R7A,[541],['Never authorized this purchase'],['Why in the world would I purchase a gift card reload when I am the only person using my own account.!!!'],[1],[0],[1]
33103,AFTCXUFM5H5WMKTPUGWXUOSAUPUA,"[328, 88]","['These cards work perfectly fine 👌... Just follow the instructions.', 'Love these cards! 🎇💜🎉']","[""I've had no problems with these gift/debit cards at all. You have to register it and set a pin (which I did online), and that's it. If you're having any problems go back and follow the instructions enclosed with the card. I'll be buying many of these for gifts and such."", ""Just follow the instructions and you'll have no problems. 💻💳💵""]","[5, 5]","[18, 0]","[1, 1]"
33104,AFTD24EJKNVLKW646RCERPV6CQBA,[737],['Five Stars'],['Awesome'],[5],[0],[1]
33105,AFTD32FEQNRONG4FPI5FDWK3CHZA,[89],['Convenient'],"[""Ever have a few bucks left on a gift card and stores and websites won't let you spend it? Amazon Reload is a convenient way to stop the dread of having partially used gift cards collect dust.<br />The ONLY downside is I wish you could apply a gift card's information to the check out without creating a new card in the process. You have to go to your payments and manually delete the cards later.""]",[4],[1],[1]
33106,AFTD36URSDL4TAIIUXYKDFRZJEBA,[344],['Nice gift pack'],['Nice gift pack'],[5],[0],[1]
33107,AFTD3KNF36SX3EW3YTH7WNNSXT6A,[541],['Five Stars'],['Excellent product.'],[5],[0],[1]
33108,AFTD45NWH3G3QFKS67EFCICH63XA,[656],['Five Stars'],"[""It's a gift card. The little boxes are cool""]",[5],[0],[1]
33109,AFTD4OTG6FDXKQXHCKNGR7F6LFEA,[541],"[""It's a gift card""]","[""It's a gift card, what can I say..""]",[5],[0],[1]
33110,AFTD6TE2BSWPSUC4XOVHVE4XRMRQ,"[541, 541]","['Five Stars', 'Five Stars']","['They did just what they said they would do.', 'They did just what they said they would do.']","[5, 5]","[0, 0]","[1, 1]"
33111,AFTDDZR5OQBIMVLHETXC5KKHFCRA,[89],['Easy to use'],['This makes buying easy on Amazon.'],[5],[0],[1]
33112,AFTDEOXZUH7HR4NSPS6E6JFVP2GA,[541],['Five Stars'],['great'],[5],[0],[1]
33113,AFTDGPKKJN2ZXBH3XQODRDGY356A,[541],['Five Stars'],['Service worked great.'],[5],[0],[1]
33114,AFTDIAEJSROXJAHY2BMLMDBFJADQ,[541],['Gift Card RELOAD'],['Gift Card Reload It Worked.'],[5],[0],[1]
33115,AFTDL4LSI3SD7COC6HRILJOYBCLQ,[541],['Five Stars'],['Easy and fast'],[5],[0],[1]
33116,AFTDLPLYHBO4OYWLCOTY2PTF4WDA,[89],['Buena Inversion'],['Rapidez al pagar'],[5],[0],[1]
33117,AFTDNTTQ3ONGHUM6724ZHIVHUAEA,[541],['Five Stars'],['Helpful at birthdays.'],[5],[0],[1]
33118,AFTDO6FRUIO5MZXXPIIWZ66DKTOQ,[541],['Waste of my money'],['No Comment'],[1],[1],[1]
33119,AFTDPZE7V7KFLNCG6UZS6NVON3SA,[541],['Easy to Use'],['Bought for an Amazon promotion. Easy to complete and showed up instantly. Easy to use (defaults to this payment type in checkout screen).'],[5],[1],[1]
33120,AFTDQZUGATJBO4VPB33ZNL7BQ76A,"[541, 89]","['GIFT CARD', 'NA']","['I love being able to purchase my gift card online', 'Na']","[5, 5]","[0, 0]","[1, 1]"
33121,AFTDSPCG32FV2VPWLEYPDQARTSQA,[541],['Timing'],['Great timing.'],[5],[0],[1]
33122,AFTDSTQW7POAC23PLA5S3KZN6RGA,"[506, 127]","['Gift Card', 'Gift card.']","['The gift card turned out to be a great gift. It was delivered when I needed it to be. I will definitely be using them again.', 'The gift card turned out to be a great gift. It was delivered when I needed it to be. I will definitely be using them again.']","[5, 5]","[0, 0]","[1, 1]"
33123,AFTDUAOWEJOU4LNT677WGE7OVOIQ,[541],['Disappointed'],['So! It’s not true ! Amazon never give to me 2% back from my reload and purchase.It’s sad and I’m very very disappointed!'],[1],[0],[1]
33124,AFTDUUPBBAG6S6PHUKYRJYZDOVIQ,[780],['Time'],['😊'],[5],[0],[1]
33125,AFTDXBVHOLJW5NU4ZKOMMJYY5D3Q,[780],['Great gift'],['Great gift.....completely adorable'],[5],[0],[1]
33126,AFTDYBLRG7S53YYUCUPIITOI6OZQ,[135],['Scam! Only $12 on it.'],['Sent card as gift. Only $12 on it. Somebody already spent the card before we got it. SCAM! SCAM! SCAM!'],[1],[1],[1]
33127,AFTDYKJGXN4ZE74PHNHBYG5DMU5Q,[546],['Five Stars'],['Cute box.'],[5],[0],[1]
33128,AFTDYX63TCOPSNEVJUEIOCF6ZYEQ,[541],['to easy to  use'],['great'],[5],[0],[1]
33129,AFTE2YSDKUJVCNSK6CVSUP6WE6NA,[541],['Five Stars'],['Very easy to use.'],[5],[0],[1]
33130,AFTE67VI3QPKAR6LQCJCFRIY7E7Q,[89],['Better than hooking up card'],['Better than having the purchases deduct as they ship and have it pend on the bank account.'],[5],[1],[1]
33131,AFTE6SRMZ7YIKFCJDPICWZAXGGSQ,[278],['BEST GIVEAWAY!'],"['Every time you give them as gifts, the recipient always love them!!! Best gift ever.']",[5],[0],[1]
33132,AFTE7TSRTNP7HU42T5Q5LVXA6IXQ,[873],['Movie buff was very appreciative'],['Movie buff was very appreciative'],[5],[0],[1]
33133,AFTEA2XZ5L2EVTOG2MWBPKSOI3FQ,[101],['I’m not sure if she liked the pop up or the card better'],['My daughter loves the pop up!! I’m not sure if she liked the pop up or the card better.'],[5],[0],[1]
33134,AFTEC2ZVPLN5ZBRCLAIQJCIBOC2A,[143],['Five Stars'],['👍'],[5],[0],[1]
33135,AFTECAOTUHQS5FMUDRVAE5ALE4QQ,[143],['Five Stars'],['A nice touch.'],[5],[0],[1]
33136,AFTECDFHS2ITEKPQIJMK76RBZUWA,[541],['Five Stars'],['I find it very convenient  to use  when making my purchases.'],[5],[0],[1]
33137,AFTEEKBCPIBQW6G2ADTIMQ5PAMPA,[143],['Five Stars'],['The box is definitely a nice touch and way to present the gift card.'],[5],[0],[1]
33138,AFTEFPWQEUK3ZQWCH2BK77XNOK3Q,[541],['Five Stars'],['Super quick and easy'],[5],[0],[1]
33139,AFTEG6EWVJJQLKYB6WWKH53PL72A,[124],['Five Stars'],['Cute tin for a Amazon gift card'],[5],[0],[1]
33140,AFTEHD7QTHLVEF2NYNHAJNYHK4DQ,[310],['Amazon gift card'],['Arrived on time and was as expected. The recipient was pleased.'],[5],[0],[1]
33141,AFTEHLT3N7D65X7RSUI5WKTPRM7Q,[541],['Five Stars'],['excellent'],[5],[0],[1]
33142,AFTEM6A3LH6C6P33FAG3333Y5SAQ,[958],['Good value'],"[""Very cute. I'd buy these again.""]",[5],[0],[1]
33143,AFTEO4ULFJARFJQG74YC4S7U453A,[560],['Cute but not functional'],['Gift card kept getting stuck when sliding this holder.'],[1],[0],[1]
33144,AFTEQZ3GEPAOKDCIHBT35SX57GUQ,[546],['and my daughter liked the ornament'],"['Very cute, and my daughter liked the ornament.']",[5],[0],[1]
33145,AFTESNCY6EEYR7XI3BJNBNHPVSAQ,[101],['No need to wrap looks great as it is.'],['Nice packaging for a gift card.'],[5],[0],[1]
33146,AFTET7FSLQKNT7IHKPWHN6P4HA7Q,[541],['really easy to do'],"[""really easy to do.  I didn't have time to go to the store where i usually get the gift cards (I get a discount on gas) because of a gift that was on a special deal.  This worked very well.""]",[5],[2],[1]
33147,AFTEVLLBEDMVXMXUQR2LX5ZJ5ELA,[541],['Would never do again'],"['They don;t tell you how to use it for your own purchases.  I thought I was using it until I got a statement from my In Store"" credit card.  Still don\'t know how to use up the dollars.']",[3],[0],[1]
33148,AFTEVQIVDG535TL2YX4VQ7UKJ4ZQ,[541],['Thank you'],['Best card ever'],[1],[1],[1]
33149,AFTEY3WSXBOSPUNFN543JIYR224A,[89],['Easy'],['Very convent in emergency’s'],[5],[0],[1]
33150,AFTEZKZNRKVT6KY4RJWBIM5YVGEQ,[127],"[""They're great and always happily received""]","[""What can you say about giving an Amazon gift card?  They're great and always happily received!""]",[5],[0],[1]
33151,AFTF2QKWIU3ULRRIFGUESJAWL5YQ,[450],"['Beware! Third party gift card, not useable everywhere']","['Purchased a few of these. They do not work at all vendors, will be declined at a lot of places giving an error of ""noon ios card"" meaning it\'s third party and not guaranteed payment. One of the envelopes I purchased was empty with no card inside! Luckily Amazon refunded the money but don\'t buy this!']",[5],[15],[1]
33152,AFTF3TUSJ4R7EDFYWP5GEBWKD2MQ,[541],['Good thing'],['Perfect for things that you need quick.'],[5],[0],[1]
33153,AFTF6HC77DR4UJDTEXJYZHZIOXFQ,[770],['Happy'],['Bought as Xmas gift. Very happy with order'],[5],[0],[1]
33154,AFTF6ZP5JODLAMHC677RVUQQDREQ,[541],['Five Stars'],['Super fast and easy!!'],[5],[0],[1]
33155,AFTFBMFREKK2BW25Y6I5ULDDNZNA,[737],['Five Stars'],['never got the $50.00 gift card'],[5],[0],[1]
33156,AFTFBRQLOTKFPQHDDGTWLRQWCWHQ,[541],['Gift to myself'],['Easy to do'],[5],[0],[1]
33157,AFTFCI67OIIAMTJETYHA5EUCAXEQ,"[287, 798]","['Already comes packaged looks like a gift', 'For a $10 amount it’s an easy thank you gift for a barista her friend coworker']","['Already comes packaged looks like a gift', 'For a $10 amount it’s an easy thank you gift for a barista her friend coworker']","[5, 5]","[4, 1]","[1, 1]"
33158,AFTFCR2XZ5H45OV4MHFMVVCISGOA,[341],['the teacher love the'],['gift for my sons class.the teacher love the design'],[5],[0],[1]
33159,AFTFFDP5VB7AMQAYEYMKJC3FFCYA,[541],['Great deal!'],"[""Best deal! If it comes around again, don't miss it!""]",[5],[0],[1]
33160,AFTFFMEHVYZ2XAMOI27XCNKUTKKQ,[541],['purchased if for Amazon savings'],"[""Does what it's supposed to do""]",[5],[0],[1]
33161,AFTFFW67CUN4OGDQPVWYSSBATOKQ,[541],['Works great!'],['Great for purchasing books or anything on Amazon.'],[5],[0],[1]
33162,AFTFGEZ2UKRAIKI7ITHSJ2WABLLQ,[89],"['Instant Delivery, No Tax 🔥']","['Insanely fast delivery, And has no extra fees']",[5],[0],[1]
33163,AFTFJLGXZG5PYS2JGUTRTTOXEP3Q,[905],['Nice presentation'],['Gift card was displayed nicely'],[5],[0],[1]
33164,AFTFKNET6D7KCDEJQYVXH4DAAW2A,[838],['A Really Easy Gift'],['I purchased the gift card to donate to a teen in need who requested an Amazon gift card. The process was very easy and I was glad to be able to buy a gift this way.'],[5],[0],[1]
33165,AFTFPWOAHB2RLX3TCZS6JMZTYWCQ,[135],['Lit'],['AmOzng'],[5],[0],[1]
33166,AFTFRQUG7EF4KIXFJWK6RNK5GP4A,[656],['Perfect gift'],"['I usually buy these gift cards every year for Christmas gifts. I received a Kindle gift card, they are the perfect gift for those that are hard to shop for.']",[5],[0],[1]
33167,AFTFVLP64TE7GVAX5IZSDY4IIBIQ,[143],['Five Stars'],['Perfect'],[5],[0],[1]
33168,AFTFVT72PT6GLJMJ2ZBEB6E2QY3A,[541],['Perdi unos dolares en un reclamo'],['Tuve que pedir devolución de una compra y no me reintegraron valor completo'],[3],[0],[1]
33169,AFTFXVRC2M6LP6CHWMMH4N7ZWESA,[135],['Very disappointed'],['Bought for my daughter. So far she has not been able to use it at 2 different stores. Very disappointing!! Also very embarrassing for my 18year old daughter!!'],[1],[2],[1]
33170,AFTG3PO57YIMUWI7HP5FCHSXRZ7Q,[541],['Five Stars'],['love it very easy to send or give as a gift.'],[5],[0],[1]
33171,AFTG6YDDG4PVIUF2PWBO4J3DF3MQ,[1031],['Good'],['It was perfect'],[5],[0],[1]
33172,AFTGCE5B6FU3CYMA3SKSOF2247DQ,"[572, 572]","['Gift card great', 'Gift card great']","['Really liked it', 'Really liked it']","[5, 5]","[0, 0]","[1, 1]"
33173,AFTGFYR6ULHOFDQS6D5Z7DEOB76Q,[101],['Three Stars'],['I wish I had not gifted that women the 100.00 at Christmas..'],[3],[0],[1]
33174,AFTGGST5XVECIL6DNHPJKJZKUTDQ,[949],['Does it really need a title?'],"[""It's a gift card""]",[5],[0],[1]
33175,AFTGHBFZQXR6P3HS573TM33E5Q2A,[541],['Five Stars'],['Gift card worker flawlessly.'],[5],[1],[1]
33176,AFTGJ5UUZDZ7BALFD5ZGGF4OSP6A,[541],['Need more details in the front'],['I like it'],[5],[0],[1]
33177,AFTGJQGOKNPJLEVYTDAV7TDRVWFQ,[506],['Loved the image'],"['So glad that this true Christmas scene is still available.  Amidst all the merchandising that dominates December, it is a refreshing reminder of the real reason for the season.']",[5],[0],[1]
33178,AFTGK4MREZWAQ3CVZNDPAMUF6RAQ,[227],['why is amazon asking me to review GCs?'],"[""this was a regular GC I received from Amazon for getting a Ooma. Used it and it works. but, isn't it the expected behaviour?""]",[5],[0],[1]
33179,AFTGLGZCYCR7QF2AL6N5P6AW2CRA,[89],['Got it'],['Now I have some $ on my  account'],[5],[0],[1]
33180,AFTGMPGPYX7I6DGLWQ2HCDYSSALA,[541],['simple to use'],['easy'],[5],[0],[1]
33181,AFTGQMZJ2YBXK2DCZ3T7EO7KGOKA,"[991, 101]","['Cards were not activated', 'Delivered inactivated']","['I ordered two Visa gift cards through Amazon. One for Mother’s Day, the other for Father’s Day. My parents went to use the gift cards and they would not work. They were not activated. I called Amazon and they said all they can do is cancel them and issue me a refund. They were great about issuing me the refund, however, the gift I sent is now past. What an embarrassment. I will no longer order Visa gift cards through Amazon.', 'I was so embarrassed giving my parents cards that weren’t activated for their Christmas gifts. They saved them to use on amazons cyber deals and neither card worked. Not only were the deals gone for the items they wanted but I was completely embarrassed. Had to get ahold of Amazon to get refunded.']","[1, 1]","[1, 0]","[0, 1]"
33182,AFTGR32MMW2II3MKZRXJO56ZRGIA,[541],['Decent service'],['Very fast the money is in my account in minutes'],[5],[0],[1]
33183,AFTGRWS6GMX6UE2QUWQR7JDOXGQQ,[8],['Cool!'],['As you would hope.  Good quality and very awesome.  I only wish you could buy Minecraft with it.  I highly recommend it for anyone.'],[5],[0],[0]
33184,AFTGTUXFIVEMELP4XJBXWA4LIXSQ,[541],['Five Stars'],['easy'],[5],[0],[1]
33185,AFTGU2XIZQYRNIB2SYQQZWAZNKHQ,[912],['Love the box'],['What a cute way to give your gift card. And you can reuse (if you give to a family member)!!!'],[5],[0],[0]
33186,AFTGVOO3NCCYAD55MRNLMDJ4PWFQ,[541],['Lost $100'],"['I ordered the card and realized I did not need to.  I tried to apply the $100 to my last order,with Amazon,I could not seem to do this.  If you could just credit my account, that would be perfect.']",[1],[1],[1]
33187,AFTGW5B4ML3CLPVZ6O5YKPF2ERIA,[328],['No card from me to him'],['There was supposed to be a card with it. It was a graduation card for my grandson. It was not with it'],[4],[2],[0]
33188,AFTGWFNFDGFXSZBZWS3H65NNCCGA,[876],['Great gift.'],['Perfect for an inclusive gift for a birthday card $10.00 and doubles as a bookmark. ❤️'],[5],[0],[1]
33189,AFTGXDJGRI6UGCVSX5DSESM66PQA,[912],['com are always wonderful!!'],['Gift cards for Amaszon.com are always wonderful!!!!'],[5],[0],[1]
33190,AFTGXWK7O7YIP4NTKM3PSOQKWALQ,[541],['Reloading made easy!'],"['I love keeping a balance on my account, so buying gift cards with a small added bonus of 5.00 was great!']",[5],[1],[1]
33191,AFTGY5JXDKN2XXGM3QQCVYWM53FA,[541],['easy to do'],"[""Don't remember""]",[5],[0],[1]
33192,AFTGYUH43DVZ25ADD7NEH2DDJOTA,[541],['It worked'],"['As usual, I have made a request to replenish my balance and 10 minutes later it was available to spend.  What more could I want.  Thank you Amazon']",[5],[0],[1]
33193,AFTH5X3TXR3F3OOHJCXQ7YW7HCFQ,[541],['Five Stars'],['fast'],[5],[0],[1]
33194,AFTH5ZIOS7LQ766BWSYIMLRLPQEQ,[541],['Easy'],['Very easy and quick.'],[5],[0],[1]
33195,AFTH7F2ZHYF7BOGZ52TAV64JAQ6Q,[422],['ELEGANT TIN'],"['I received this item today and boy, was I pleasantly surprised! What an elegant looking tin. It\'s a lovely presentation for a gift card. It\'s bigger than I thought it would be at ""5-1/8"" X ""3/8"". It\'s a stocking stuffer for my husband but I suspect we will probably hold onto it afterward and use it to give another gift card to someone next year. It\'s that nice.<br /><br />That said, there are some things I should clarify, one being the free shipping. Amazon advertizes free one day shipping but when you place the order the confirmation says free two day shipping. This didn\'t matter to me. Hopefully, I am never in a position where it will. I ordered the afternoon of Dec. 17th, and it was at my door in 48 hours. Impressive. I am not complaining about getting a free gift tin and free expedient shipping, I simply want to point it out. It\'s somewhat confusing and deceptive.<br /><br />The other point I wanted to make was about a message you can include with your order. Don\'t bother. It\'s simply a note written on the packing slip. If you need to address the gift or feel compelled to jot something down, might I suggest adhering a gift tag to the underside of the tin. Why do they have slots cut out of the bottom of the tin? I suspect it has something to do with being able to scan the card\'s bar code. Anyway, if you need to put a tag on it that\'s where I would do it.<br /><br />I considered rating this item only 4 stars because of these two issues, but I truly feel that the item is still worthy of the high marks and the issues are too small to demerit.<br /><br />Thank you, Amazon!<br /><br />Merry Christmas']",[5],[5],[0]
33196,AFTHAXSG2RZREJMDZPSKYFNZXVCA,[541],['Quick and easy way to spend virtual debit card.'],['This was a perfect way to spend a digital rebate I received. I asked a big box store if they had a way for me to spend my virtual digital rebate in their store. They did not. I reloaded my Amazon.com gift card with my virtual rebate balance and was able to use the balance within two minutes from start to finish.'],[5],[0],[1]
33197,AFTHCNTVQI5DM5A5VT3QJGLMM4ZA,[541],['Gift Card Reload'],['Great.  A couple of clicks and it was done!  No more having to go back to email and then add to balance.  Thank you.'],[5],[0],[1]
33198,AFTHD7GIQLJ7VNR2FECJRS35DORA,[142],['No activation code sent.'],['Not able to use the Master Card $25.00 card without the activation code.<br />Would just like to get the code so it can be used.<br />So far no communication at all.'],[1],[0],[1]
33199,AFTHDK4PN57IAIBABFPCNXQ5ZZEQ,[541],['Five Stars'],['100%'],[5],[0],[1]
33200,AFTHFYQMFAIJOOJOYEAELXPNU3VQ,[541],['Five Stars'],['Always my most favorite thing.'],[5],[0],[1]
33201,AFTHMYCVA6V7V6YYAEGG32UTWZXA,[89],['Not ordered'],['I’ve never reloaded any cards my purchases are always put on Amazon visa'],[1],[0],[1]
33202,AFTHOBVNTBYXNCGPID4PVPO6QVTA,[838],['Five Stars'],['thank you'],[5],[0],[1]
33203,AFTHPLP3FJDPLYEPOGZ5BQPG2LIA,[89],['To know which card is being used.'],"['I was charged double on my Visa debit card from my bank, also from the card I bought for $200 through Amazon. They charge me for that on there as well. Never got none of that taken care of though I guess I had to pay double, maybe I’ll get some kind of perks out of it at the end. Who knows maybe Amazon will throw me a bone ha ha ha ha need a little bit of gristle or meat on it. Lol thank you Amazon love you still I forgive you sincerely, your friend Debra Armas a true user Amazon prime , loving it.']",[2],[0],[1]
33204,AFTHR7CL7QBKYB2WVOR7QF4K5V4A,[450],['2nd Times A Charm'],"[""This is the second time I've purchased this type of card from Amazon. Very shortly after receiving the card, completely unopened, I checked the balance and everything is all there. I was a bit nervous about buying this again after reading some negative reviews. Using this turned out just fine and I would buy it again.""]",[5],[13],[1]
33205,AFTHRZ2GCZJHYMUORT7WZSWUOITA,[541],['Five Stars'],['Great product!'],[5],[0],[1]
33206,AFTHSYQ6Q2OEZIXLS45PPD7T2G2A,[328],['Don’t get it'],"['Scame!!!! I got the card, and when I went to activate it on the website that on the back of the card I couldn’t, since the card was already chardge the entired amount in multiple transactions. There no real person to talk to from the vixa and 1 out of 17 I spoke with from Amazon c']",[1],[2],[1]
33207,AFTHUINX7CAL2PLAAC5D4QFVACAQ,[541],['Five Stars'],['great'],[5],[0],[1]
33208,AFTHZI3YRKFEDN2FRZQ5WDAZKJCA,[779],['Good'],['Birthday Gift'],[5],[0],[1]
33209,AFTI4LGLSDDFFH3FDFLIAYA7TVIA,[541],['Five Stars'],['Just exactly what I was expecting. Reloaded my gift balance quickly and for the right amount.'],[5],[0],[1]
